TRI Incident Number,ForceType,InjuryLevel,Member Injured,Rank Grouped,Assignment,Member Gender,Race
2021067962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962068,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962068,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962070,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962070,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962073,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962074,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962074,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962074,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962086,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962087,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962092,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962097,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962100,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962102,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962110,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962114,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962116,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962117,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962117,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962118,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962119,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962125,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962130,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962131,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962132,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962137,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962137,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962138,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962138,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962143,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962144,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962144,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962144,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021067962149,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962023,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962028,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962031,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962031,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962031,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962042,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962045,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962047,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962049,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962057,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962058,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962061,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962071,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962072,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962072,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962073,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021068962085,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021069962026,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021069962026,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021069962058,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021069962062,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962034,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962038,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962039,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962047,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962048,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962069,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962076,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962095,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962095,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962106,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962106,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962119,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962135,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962135,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962136,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962141,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962145,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962145,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962154,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962157,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962165,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021071962169,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962016,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962024,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962025,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962033,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962049,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962054,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962096,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962107,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021079962124,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962016,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962016,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962024,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962025,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962029,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962030,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962035,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962038,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962039,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962049,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962051,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962053,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962061,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962062,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962062,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962072,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962078,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962091,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962091,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962092,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962093,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962096,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962097,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962103,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962109,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962109,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021080962110,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962022,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962040,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962040,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962052,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962053,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962053,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962057,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962064,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962074,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962074,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021081962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962028,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962033,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962035,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962035,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962041,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962043,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962052,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962053,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962053,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962061,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962070,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962070,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021082962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962029,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962031,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962031,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962039,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021085962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962039,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962043,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962048,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962050,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962050,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962051,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962051,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962058,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962058,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962059,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962059,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962059,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962068,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962068,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962068,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962076,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962093,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962096,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962126,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962128,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962128,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962138,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962142,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962153,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962155,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962181,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962184,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962184,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962184,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962186,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962188,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962188,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962194,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962194,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962197,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962199,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962203,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962208,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962209,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962213,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962213,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021086962217,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021087962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021087962020,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021087962034,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021087962035,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021087962063,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962040,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962040,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962083,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962089,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962095,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021088962105,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021089962018,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021089962018,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021089962023,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021089962024,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021089962030,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,HISPANIC
